,tick,all_return_1d,all_return_1d_enhanced,all_return_1d_enhanced_return,all_return_1d_enhanced_return_compound,all_return_1d_enhanced_return_compound_ls,all_return_1d_enhanced_return_ls,all_return_1d_return,all_return_1d_return_compound,all_return_1d_return_compound_ls,all_return_1d_return_ls,all_return_20d,all_return_20d_enhanced,all_return_5d,all_return_5d_enhanced,index_return_1d,index_return_1d_enhanced,index_return_1d_enhanced_return,index_return_1d_enhanced_return_compound,index_return_1d_enhanced_return_compound_ls,index_return_1d_enhanced_return_ls,index_return_1d_return,index_return_1d_return_compound,index_return_1d_return_compound_ls,index_return_1d_return_ls,index_return_20d,index_return_20d_enhanced,index_return_5d,index_return_5d_enhanced,industry_return_1d,industry_return_1d_enhanced,industry_return_1d_enhanced_return,industry_return_1d_enhanced_return_compound,industry_return_1d_enhanced_return_compound_ls,industry_return_1d_enhanced_return_ls,industry_return_1d_return,industry_return_1d_return_compound,industry_return_1d_return_compound_ls,industry_return_1d_return_ls,industry_return_20d,industry_return_20d_enhanced,industry_return_5d,industry_return_5d_enhanced,return_1d,return_1d_enhanced,return_1d_enhanced_return,return_1d_enhanced_return_compound,return_1d_enhanced_return_compound_ls,return_1d_enhanced_return_ls,return_1d_return,return_1d_return_compound,return_1d_return_compound_ls,return_1d_return_ls,return_20d,return_20d_enhanced,return_5d,return_5d_enhanced
10,601158.SH,0.5538,0.6288,0.04619275041556781,1.040849398541701,1.0396456453589935,0.04510180874833721,0.008666638133976778,0.9837123012760979,1.011430948314889,0.03715281607877245,0.6268,0.6153,0.6004,0.6423,0.5619,0.6153,0.09440160847844456,1.0940693550814804,1.092722758516485,0.09323574805124443,0.034619652798537695,1.0095459373899984,1.0653180386310899,0.08905884540789437,0.6268,0.6153,0.6045,0.6356,0.574,0.6018,0.10095615359802786,1.1001171358723578,1.0878407074906153,0.08977087957185097,0.003797584031565243,0.9787856717291717,1.0016294194381723,0.027414707873949465,0.643,0.7235,0.6045,0.622,0.49,0.5322,0.03859024542983599,1.0328654959452004,1.1075872696807787,0.11174258408533042,-0.018814048374247147,0.9651539925715302,0.9574017411004163,-0.01780855693767537,0.5585,0.5818,0.5323,0.6609
11,600636.SH,0.5325,0.5352,0.13067806852111036,1.102845010524988,1.3460666677929856,0.34785768150396856,0.36737144566108393,1.3088346296938065,2.1853270744553583,0.9279787296163315,0.4858,0.6233,0.565,0.664,0.5163,0.5285,0.1756743393116884,1.1539876212868778,1.2597168290252891,0.27965617946527793,0.33939532555469837,1.2675094032656027,2.0661243811019228,0.8720264894035605,0.5041,0.6233,0.565,0.664,0.5325,0.5759,0.2697180718080855,1.280390841740055,1.542357335718019,0.47467568456147247,0.4196642444983099,1.3924578905205813,2.4272376646453595,1.0325643272907836,0.4776,0.6504,0.5589,0.6098,0.5217,0.5521,0.29867071944556256,1.3011263231536736,1.697283477234834,0.586854163879519,0.31673504476254855,1.24536108037275,1.9739306573362307,0.8267059278192609,0.558,0.7671,0.5143,0.5442
12,600265.SH,0.5419,0.5591,0.7868468309441545,2.1490710003143496,3.1234429790647646,1.181549770768462,0.9481366359383694,2.424862040029176,4.786384624616593,1.66161299357285,0.4043,0.4444,0.4968,0.509,0.5247,0.552,0.5545258121417312,1.7113088257537672,2.5976939253639366,0.9912472954032053,0.7927378551256109,2.06846567236401,3.5074332432476587,1.3508154319473327,0.4043,0.4444,0.4968,0.5305,0.5419,0.5663,0.44915662134293544,1.5412279978118204,2.5354292140483112,0.969670990357923,0.7460021016346001,1.9886209628352844,3.19402351122791,1.257343924965311,0.428,0.5018,0.4645,0.4875,0.5402,0.6324,0.16492457508762726,1.1752167244150236,2.5000571008015786,0.9539214712090903,0.38784180053703665,1.4523262126448577,1.5592914220525056,0.5410233227701847,0.4751,0.4917,0.4793,0.5737
13,601558.SH,0.4755,0.4626,-0.030342321420585877,0.954371305944303,1.1392489022433658,0.15452422345339656,-0.0025435280636221663,0.9319740168918507,1.1912672339088333,0.2696982545962976,0.5306,0.551,0.4612,0.5034,0.4755,0.4626,-0.030342321420585877,0.954371305944303,1.1392489022433658,0.15452422345339656,-0.0025435280636221663,0.9319740168918507,1.1912672339088333,0.2696982545962976,0.5306,0.551,0.4612,0.5034,0.4918,0.4898,-0.025706626367257096,0.9594261288573944,1.049720579977996,0.0722153163127198,-0.11047318670860917,0.8319849141894363,0.9598638935120318,0.05383893730632362,0.5184,0.5238,0.4592,0.4966,0.4813,0.5526,0.108593637972454,1.0883918066698717,1.016092276106292,0.04647666902320642,-0.384724233106659,0.6313389676677513,0.5543128041552602,-0.4946631554897761,0.4384,0.5219,0.4558,0.5367
14,600011.SH,0.5396,0.595,0.1023534188594177,1.0958666007491296,1.4589978867332183,0.40387755890908394,0.3004713532644848,1.3057612281785886,1.6650969393658235,0.5970447286041743,0.6592,0.5139,0.501,0.4801,0.5091,0.5544,0.050980252572041626,1.0512371033817653,1.4603928287117207,0.41324630171878246,0.07051721308029675,1.0707848105054278,1.0509286705912435,0.13713644823579793,0.5842,0.4733,0.499,0.4327,0.5436,0.5612,0.15498343971238435,1.1557197291829908,1.823408030925515,0.6302932980411112,0.3285437619977338,1.3517754523769538,1.761401304845112,0.6531895460706723,0.6633,0.5206,0.5071,0.5409,0.5212,0.572,0.028438317976890125,1.0273362010584741,1.2180416352238184,0.22110533322326262,0.0994237789701555,1.1004042898782878,1.113514613556172,0.1949495800155155,0.5711,0.7182,0.5503,0.6434
15,300575.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,600775.SH,0.5213,0.5206,-0.20334903031196735,0.7942715650670893,0.5973008069933958,-0.37943935358896463,-0.011165179360378419,0.9030731172646524,0.38680270978807685,-0.631718981517253,0.4909,0.4395,0.5193,0.5139,0.5213,0.5206,-0.20334903031196735,0.7942715650670893,0.5973008069933958,-0.37943935358896463,-0.011165179360378419,0.9030731172646524,0.38680270978807685,-0.631718981517253,0.5314,0.426,0.497,0.5409,0.5152,0.5477,-0.12229044568948287,0.862749183114343,0.6110996680683741,-0.36397988033753426,-0.16686799864877072,0.7917322351148466,0.2830668870538086,-0.9431246200940376,0.5335,0.3922,0.5497,0.5341,0.5093,0.5155,-0.28100981781785456,0.7337537074876025,0.4935731743559801,-0.5841959197454532,-0.115874491718857,0.8147149256105927,0.313505126595411,-0.84113760623421,0.613,0.8079,0.5947,0.7339
17,603988.SH,0.4938,0.4722,-0.7576485724724581,0.44518902348888084,0.5816549765910708,-0.4666753218692109,0.09534113324856658,0.9004860261636646,1.7309532952221538,0.8256431788313503,0.4875,0.5,0.5292,0.5486,0.4938,0.4722,-0.7576485724724581,0.44518902348888084,0.5816549765910708,-0.4666753218692109,0.09534113324856658,0.9004860261636646,1.7309532952221538,0.8256431788313503,0.4792,0.4931,0.5292,0.5486,0.5146,0.4792,-0.9950464339402287,0.34713325660379085,0.5231757113106565,-0.5433649106619125,-0.19460453880868916,0.704889729893617,0.9663027368828884,0.24575183471683887,0.4625,0.5556,0.5417,0.5694,0.4852,0.5226,0.19384530858297888,1.1214039316392839,1.134978129952763,0.20594995520539186,-0.6244912067761101,0.4058614086657437,0.40989976970160774,-0.6140215012180034,0.4417,0.5972,0.4948,0.587
18,002302.SZ,0.5355,0.5003,-0.0677036887693998,0.9247850210100861,1.066347980779729,0.12007879349254941,-0.23074950274771888,0.7608716478188278,0.627070021813357,-0.26384605639908953,0.5193,0.6491,0.5294,0.5071,0.5355,0.5003,-0.0677036887693998,0.9247850210100861,1.066347980779729,0.12007879349254941,-0.23074950274771888,0.7608716478188278,0.627070021813357,-0.26384605639908953,0.5213,0.6558,0.5294,0.5071,0.5375,0.5341,-0.03657785450433887,0.9546213105713457,0.9671069110589081,0.023362647947348325,-0.13906234440561405,0.8387006622905531,0.7538148051748699,-0.08047173971487986,0.5456,0.4598,0.5538,0.568,0.4979,0.53,-0.1834506747586615,0.8133283869998446,0.9060752562328259,-0.03347389036437934,-0.18806429283899323,0.7717612573152492,0.6836310157178906,-0.1784756365816383,0.5804,0.8893,0.5793,0.6843
19,600819.SH,0.5112,0.5544,0.2360228254169517,1.2370825068009366,1.5357622180179957,0.4639234086207787,0.09586095588939392,0.9965220254331167,1.035346270145222,0.17116665142521362,0.574,0.5747,0.5558,0.6153,0.5152,0.5544,0.4104750591615983,1.4717290572774222,1.8270615491692568,0.6383756423654254,0.22204740340712284,1.1248358102511677,1.333307746729398,0.4235395464606714,0.5659,0.6491,0.5578,0.5882,0.5193,0.5747,0.27004785645065904,1.2830404298796394,1.395936127466722,0.3764154688491724,0.056429324434667166,0.9681142235662054,0.9573424738233184,0.09230338851576003,0.5781,0.6085,0.5456,0.6288,0.5409,0.5747,0.09509459310523315,1.0703386320735166,1.3783534167126996,0.359794411353122,0.011493935963576896,0.9186971706369517,0.8745414626179936,0.0024326115735793796,0.454,0.5658,0.4875,0.4514
20,300340.SZ,0.5671,0.5759,-0.07164482570815003,0.9191172746431011,0.8353424525626848,-0.0966936306079769,-0.009376103775781658,0.922997335924826,1.3396207744246666,0.5921604488020217,0.5122,0.6098,0.5691,0.5217,0.5711,0.5962,-0.1840193238651534,0.8159361283104354,1.4067860941940524,0.424520782985699,0.0688693866488759,0.9814331811065533,1.5662560313440181,0.7486514296513367,0.5122,0.6098,0.5691,0.5217,0.5549,0.5556,-0.17276796363460645,0.8311529407307789,1.7760047934615446,0.6491169376068655,0.4283131945088515,1.4084489327351577,3.218127604611956,1.467539045371288,0.4106,0.5285,0.5447,0.5217,0.5153,0.4703,-0.13271064108406347,0.8651189226458263,1.224849030318297,0.2701545275558279,0.3350464852553528,1.3076276014043484,2.672926205380641,1.2810056268642906,0.5102,0.7588,0.5642,0.5227
21,300514.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,603007.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,603890.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,002945.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,000159.SZ,0.5274,0.5409,0.11990700956624938,1.1040201512338164,0.7948986031673297,-0.10043718584140815,0.0380096836354922,0.9540887647713271,0.5088951140031118,-0.36334231006326195,0.5456,0.6085,0.5091,0.4801,0.5375,0.5544,0.07523253183826566,1.0553847464412853,0.7815295595450596,-0.11907584164551709,0.19352415178545665,1.100795964260029,0.6952298055381221,-0.05231337376333334,0.5456,0.6085,0.5294,0.4665,0.5112,0.5206,0.11455739215154971,1.0963278506829364,0.9604962715774926,0.08875215739152884,-0.13468578098166784,0.793180707947325,0.36025574630915336,-0.7087332392975821,0.6045,0.622,0.5294,0.622,0.5255,0.4965,-0.2782325215285027,0.7249230560703555,0.4604348324551184,-0.654103284897753,0.09751498511243206,0.9373683590213578,0.5743935890530201,-0.2443317071093825,0.5356,0.6857,0.5281,0.5613
26,002334.SZ,0.5205,0.5913,-0.4035252559460811,0.6473181801105514,0.6843047151126461,-0.3314638133372437,-0.18269938175852052,0.7329506341461198,1.0110035270605164,0.18941272709835805,0.5283,0.5523,0.4698,0.4873,0.5283,0.5588,-0.2902855952990516,0.7246201275176634,0.7871716858361699,-0.18835869837489627,-0.20330441137415864,0.7178145088244523,0.9701562184002642,0.14820266786708192,0.5244,0.5588,0.4678,0.4743,0.5419,0.6108,-0.40781300937055454,0.6494023630341326,0.7322729625841492,-0.2688133402914348,-0.2036897600920441,0.7160436334311606,0.9690834372935603,0.1474319704313108,0.5224,0.5523,0.4893,0.5133,0.501,0.4781,-0.48455267352428166,0.5922529883245923,0.576480636384429,-0.5005954071240889,-0.5024729579955378,0.524283446724015,0.5324566605633128,-0.45013442537567655,0.4707,0.4818,0.499,0.5103
27,603189.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,300791.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,300101.SZ,0.5456,0.568,-0.1942535754331223,0.7980054409708479,0.6319101319823699,-0.3978976852378973,-0.18643185010079302,0.7488006450766109,0.6284215491984889,-0.2560796080160464,0.5091,0.5747,0.503,0.5544,0.5456,0.568,-0.1942535754331223,0.7980054409708479,0.6319101319823699,-0.3978976852378973,-0.18643185010079302,0.7488006450766109,0.6284215491984889,-0.2560796080160464,0.5091,0.5747,0.503,0.5544,0.5355,0.5274,-0.42001454206385874,0.636142828800449,0.6420766590830981,-0.3739682558716897,-0.1785096182026466,0.7660441582540921,0.6384069931079,-0.2402351442197534,0.5314,0.4868,0.4909,0.5612,0.5351,0.5923,0.33062482435950047,1.3506340242171344,1.1553622248089057,0.19206498183166648,0.07255525751855726,0.9573427419945155,1.0553865019011226,0.26189460722265434,0.497,0.4057,0.5235,0.5453
30,002008.SZ,0.5396,0.6018,-0.08750783227085211,0.8752018366804337,0.7818553307110822,-0.1830025806585385,-0.161489080302876,0.7356304072560257,0.5679481330920843,-0.36851323544775516,0.497,0.3786,0.5335,0.6356,0.5477,0.622,0.008051081602531783,0.9611109877514492,0.8681695548050066,-0.07605191877468243,-0.10875818375794338,0.7765236909859541,0.6311268066513502,-0.2630514423578898,0.497,0.3854,0.5396,0.6085,0.5477,0.5612,-0.044979603934267864,0.9180100856140061,0.9006832261888216,-0.04970844949335308,-0.10063935738937677,0.7831186205406709,0.6414983374460533,-0.24681378962075667,0.4868,0.4598,0.5456,0.5882,0.5154,0.486,0.037639304581591905,1.0040329553232659,0.7977487890888717,-0.16974023990321513,-0.10079459558787954,0.816380318507447,0.6414357520543971,-0.24712426601776244,0.5314,0.6423,0.5429,0.551
31,002068.SZ,0.4726,0.4868,-0.16719538894913108,0.8137345436061129,0.8013988652801493,-0.17941031074613903,-0.14377556856305537,0.7654497475022608,1.1141792931844663,0.2414398307193234,0.43,0.6288,0.4665,0.4665,0.4686,0.5003,-0.2096984762370005,0.78308041672129,0.908125314971694,-0.0551749297619048,-0.1326390945864767,0.7766621156942309,1.1392925036183037,0.26371277867248066,0.43,0.6288,0.4442,0.426,0.501,0.5139,-0.2410605969870158,0.7628221214537132,0.9100602019125977,-0.05765897350112392,-0.08921530168528385,0.8117731035832813,1.2426707067024079,0.35056036447486627,0.4746,0.622,0.4888,0.4665,0.5085,0.5226,-0.06364806979572193,0.9311321512948569,1.2944174717298575,0.28812839168700144,0.015166003728846411,0.9744702115811206,1.5319613220904111,0.5593229753031272,0.5656,0.7582,0.5429,0.585
32,300223.SZ,0.5318,0.5438,-0.018713808790396982,0.9593772662792637,0.5142726180980013,-0.5535758183859363,0.4732287541071642,1.4359495233231163,0.450471659470289,-0.4725492351417354,0.5593,0.5438,0.5106,0.5226,0.5318,0.5438,-0.018713808790396982,0.9593772662792637,0.5142726180980013,-0.5535758183859363,0.4732287541071642,1.4359495233231163,0.450471659470289,-0.4725492351417354,0.5593,0.5438,0.5148,0.5226,0.5169,0.5579,-0.07937997608405609,0.9023731357055235,0.5408151607484398,-0.4928797562169519,0.4274975491405999,1.3894923381695472,0.4108222265805036,-0.5640116450748641,0.6081,0.5579,0.5169,0.5791,0.5161,0.5425,-0.04496127374362402,0.9257890400329124,0.6552443488064845,-0.31456954223102596,0.4453914453863468,1.37663891048724,0.42600536626825625,-0.5282238525833703,0.482,0.4954,0.5021,0.5106
33,603336.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,002633.SZ,0.5396,0.5206,0.04421679672638559,1.004154863366287,1.4412827251647302,0.4176155121848275,0.6560557209197437,1.6772335938152128,3.4019747446348,1.4028110471750599,0.5071,0.595,0.5213,0.5206,0.5396,0.5206,0.04421679672638559,1.004154863366287,1.4412827251647302,0.4176155121848275,0.6560557209197437,1.6772335938152128,3.4019747446348,1.4028110471750599,0.5071,0.595,0.5213,0.5206,0.5335,0.5139,-0.13074528837082938,0.8515947848474448,1.408407112797371,0.3913414440451033,0.6628226278832753,1.7043506961053174,3.4485703640308696,1.416344861102123,0.5152,0.5477,0.4929,0.4462,0.4926,0.4581,-0.1786945784833135,0.8163295764761248,1.1328234329666167,0.18174532354374326,0.23388635796507626,1.1410419608725861,1.4593714665547994,0.5584723212657248,0.5845,0.6789,0.5102,0.5396
35,000572.SZ,0.5061,0.5352,-0.054119778727904466,0.9185592893113296,0.9903139460355286,0.047689501261085496,-0.3135846766457008,0.6388910999537079,0.7964234781975699,-0.02895859053365002,0.4431,0.6369,0.5407,0.664,0.5102,0.5623,-0.10157890550066107,0.870775152474137,0.9863512326776267,0.051229446519424474,-0.3519182092474277,0.618071847260335,0.7371225859538602,-0.10562565573710397,0.439,0.6233,0.5407,0.6775,0.5325,0.5556,-0.15360830067836667,0.8249934282441257,0.9169409828947163,-0.019239020043441968,-0.03463167317620203,0.8508307020238629,1.3921956492208507,0.5289474164053474,0.5,0.6504,0.5366,0.6165,0.542,0.5669,-0.0874574771605865,0.8771101254151171,1.0356740163302305,0.11051547510916704,-0.03312127558080095,0.8575400573972651,1.3968992443802972,0.5319682115961495,0.407,0.5658,0.5297,0.6073
36,002738.SZ,0.5034,0.4653,-0.4336713585589713,0.6226034737681696,0.7338079814427241,-0.2622711278025764,-0.16738439543942002,0.7320719406437857,0.9533264894445963,0.10983741659656296,0.508,0.5797,0.5034,0.5339,0.5034,0.4653,-0.4336713585589713,0.6226034737681696,0.7338079814427241,-0.2622711278025764,-0.16738439543942002,0.7320719406437857,0.9533264894445963,0.10983741659656296,0.508,0.5797,0.5034,0.5339,0.4737,0.45,-0.40241888632252343,0.6465637539355341,0.8004316585397716,-0.1811035444034689,-0.18268449279590765,0.7245176586013241,0.9245865916980306,0.0792372218835877,0.4874,0.5111,0.5149,0.5416,0.5012,0.4918,-0.2105701336247887,0.7752833747836995,0.9429422852706374,-0.007050191010129533,-0.17933040685188636,0.7222595640836561,0.9308413011695659,0.08594539377163046,0.4037,0.3287,0.5162,0.6096
37,000078.SZ,0.5213,0.5612,0.03187443547850738,1.0180325502346814,1.0007956002662257,0.03602265732704051,-0.37493030503630287,0.6354821288149318,0.5837388010802569,-0.4022222402696141,0.6734,0.8249,0.5578,0.6288,0.5375,0.5477,-0.04010077387072988,0.9489745828047468,0.8908190026418344,-0.07487138042312225,-0.37047258040001185,0.6375749877354495,0.5888993085826747,-0.39330679099703203,0.6734,0.8249,0.5578,0.6288,0.5254,0.5882,0.10562216566269321,1.094198932393499,0.9071161494924063,-0.05276847164730997,-0.331542877585719,0.6716641196560916,0.6363876181927769,-0.3154473853684463,0.4746,0.6085,0.5517,0.6153,0.5526,0.6115,0.12629193371969716,1.1256085805995748,1.1036530786595278,0.14293040420917552,-0.08197668101163348,0.8733289661696507,1.0487788440888026,0.18368500777972502,0.4122,0.449,0.4938,0.5671
38,603536.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,603733.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,002648.SZ,0.5091,0.5341,-0.024852438978443803,0.932875258737671,1.002772730918656,0.0722428208563621,0.2998174549235536,1.1939163858356605,1.1614629683527136,0.38191776561965246,0.6389,0.6558,0.5822,0.6018,0.499,0.5206,-0.05547136463537346,0.9042415245324781,0.9128035370846705,-0.014702022753780235,0.21794902964257534,1.1079731483644275,0.9857183131544237,0.218180915057696,0.6389,0.6558,0.5822,0.6018,0.5274,0.5206,-0.15358873522887362,0.8306856518769627,0.7301843923493336,-0.2531425711623423,0.22243575711685287,1.1132211567990784,0.9943221315189167,0.227154370006251,0.6085,0.6897,0.5517,0.6558,0.4959,0.5075,-0.28763060632631066,0.7207320224071483,0.6714211951891251,-0.32246607377675784,0.09714790041181698,0.9718242664255059,0.775116820952764,-0.023421343403820655,0.6065,0.737,0.5375,0.6356
41,002246.SZ,0.503,0.5477,0.010836874094314497,0.991031482216018,0.9695808653237984,0.009298762526374127,-0.07272753769744267,0.8434311748051163,1.0090853678458813,0.17215106649764347,0.568,0.6356,0.5274,0.5341,0.503,0.5477,0.010836874094314497,0.991031482216018,0.9695808653237984,0.009298762526374127,-0.07272753769744267,0.8434311748051163,1.0090853678458813,0.17215106649764347,0.5801,0.6626,0.5274,0.5341,0.5274,0.5139,0.0895562387559915,1.0767568604269089,1.0826707808837817,0.12010571337152616,0.012257217198552578,0.936747623997897,1.1968937280050822,0.3421205762896341,0.6105,0.6964,0.5193,0.5206,0.5307,0.5074,0.034232518447098806,1.0207222711308428,0.8513557266759725,-0.11403995779711901,0.1016740277039398,1.0346432434312036,1.431346845359647,0.5209541973004086,0.6069,0.8147,0.5256,0.6408
42,300738.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,000018.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
